titulo;imagen;comensales;duracion;dificultad;ingredientes;pasos;nombre_categoria
Cazuela de calamares con espinacas;https://images.hola.com/imagenes/cocina/recetas/20230111224413/calamares-espinacas/1-188-661/calamares-espinac-age-c.jpg;4 COMENSALES;20min;Fácil;['2 Calamares medianos', '250 g de Espinacas', '2 dientes de Ajo', '2 cs de Aceite de oliva virgen extra', '1 cucharadita de Pimienta rosa en grano', 'Sal', 'Limón (unas cuñas para acompañar)'];['Limpiar los calamares, reservar los tentáculos para otra preparación y cortar en anillas los cuerpos.', 'Lavar las espinacas y secarlas muy bien.', 'Pelar y picar los dientes de ajo.', 'Calentar el aceite en una cazuela y dorar el ajo un minuto.', 'Añadir las anillas de calamar, sazonar con sal y sofreír 3 minutos.', 'Incorporar las espinacas y la pimienta rosa y saltear 3 minutos más.', 'Distribuir en los platos los calamares con las espinacas y acompañar con unas cuñas de limón al gusto.'];pescados
Salmón ahumado con costra de hierbas y ensalada de lombarda y fruta para Nochevieja;https://images.hola.com/imagenes/cocina/recetas/20221229223775/salmon-ahumado-con-costra-de-hierbas/1-184-131/salmon-ahumado-con-costra-de-hierbas-y-ensalada-de-lombarda-y-fruta-para-nochevieja-c.jpg;10 COMENSALES;1h 0min;Fácil;['1 lomo de Salmón', '1 ramillete de Cebollino', '1 ramillete de Eneldo', '1 ramillete de Cilantro', '3 cs de Escamas de sal negra', '1 puñado de Brotes tiernos', '1.5 Kg de Sal de ahumar o sal ahumada', '200 g de Azúcar blanca', '1 Naranja', '400 g de Lombarda', '1 Naranja', '1 Manzana', '3 cs de Mayonesa', 'Sal', 'Pimienta negra'];['Para elaborar este salmón ahumado con costra de hierbas, lo primero que debemos hacer es limpiar perfectamente los lomos de salmón y retirarle todas las espinas con la ayuda de unas pinzas de pescado. Para esta receta, el salmón debe estar previamente congelado, para evitar problemas con el anisakis.', 'Ponemos en un bol la sal ahumada y añadimos el azúcar.', 'Sacamos la ralladura de la cáscara de la naranja, con cuidado de tomar solo la parte naranja, evitando la blanca, que es amarga. Añadimos esta ralladura al bol con la sal y mezclamos todo.', 'En una fuente con un tamaño suficiente para que quepa el salmón, ponemos la mitad de la mezcla de sal. Ponemos encima el salmón y cubrimos con el resto de la sal. Debe quedar totalmente enterrado. Tapamos con plástico film y ponemos algo de peso encima, puede servir un par de cartones de leche o alguna lata.', 'Llevamos a la nevera, donde debe reposar entre 30 y 36 horas, no menos.', 'Pasado este tiempo, sacamos el salmón y lo retiramos toda la sal lavándolo bajo el chorro de agua fresca. Lo secamos ligeramente.', 'Ponemos todas las hierbas picadas en un bol, esto es, el cebollino, el eneldo y el cilantro. Añadimos unos cuanto micro brotes tiernos enteros y la sal negra. Mezclamos bien.', 'Extendemos la mezcla de hierbas y sal negra por encima del lomo del salmón, apretando un poco, para que se quede pegada en forma de costra.', 'Vamos cortando pequeñas láminas de salmón, que serviremos junto a la ensalada y regaremos con un hilito de aceite de oliva virgen extra.', 'Para la ensalada, picamos en brunoise fina la lombarda. Sacamos los gajos de naranja a sangre y cortamos la manzana, una vez pelada y descorazonada en dados o láminas. Lo mezclamos todo y aliñamos con sal, pimienta negra y un poco de mayonesa que de cuerpo a la ensalada.'];pescados
Aperitivo de gambas con aguacate y salmón ahumado;https://images.hola.com/imagenes/cocina/recetas/20221223223518/aperitivo-gambas-aguacate-salmon-ahumado/1-182-245/gambas-salmon-adobe-z.jpg;4 COMENSALES;10min;Fácil;['12 ud de Tartaletas mini', '12 ud de Gambas cocidas', '12 trocitos de Salmón ahumado', '2 ud de Aguacate', '1 unidad de Cebolleta', '1 unidad de Tomate', 'Sal', 'Aceite de oliva virgen extra', 'Zumo de limón'];['Lava bien la cebolleta y el tomate y pica ambos en daditos pequeños.', 'Pela el aguacate, quita la semilla y corta la pulpa en dados también pequeñas.', 'Echa en un bol la cebolleta, el tomate y el aguacate.', 'Adereza con sal, zumo de limón y aceite de oliva virgen extra y mezcla bien.', 'Sirve un poco de esta mezcla en cada tartaleta y añade una gamba cocida y pelada.', 'Termina con un trocito de salmón ahumado en cada tartalea ¡y listo!'];pescados
Rodaballo con vieiras y rebozuelos;https://images.hola.com/imagenes/cocina/recetas/20221219223131/rodaballo-horno-vieiras/1-179-849/rodaballo-vieiras-age-c.jpg;4 COMENSALES;30min;Medio;['4 Supremas de rodaballo sin piel ni espinas', '4 Vieiras', '250 g de Rebozuelos', '8 hojas de Espinacas', '4 hojas de Lechuga', '0.5 Pimiento rojo', '100 g de Ensalada (hojas tiernas)', '1 diente de Ajo', '2 cs de Nata', '4 cs de Aceite de oliva', 'Sal', '1 cucharada de Cebollino picado', 'Perejil (unas hojitas)'];['Precalentar el horno a 190º.', 'Limpiar las setas y cortarlas por la mitad en sentido vertical.', 'Lavar y secar las hojas de ensalada, las de lechuga y las espinacas.', 'Retirar el tallo y las semillas al pimiento y cortarlo en daditos.', 'Pelar y picar el ajo.', 'Calentar el aceite en una sartén y dorar 1 min el ajo.', 'Añadir los rebozuelos, sazonarlos con sal y rehogarlos 3 min.', 'Agregar la nata, llevar a ebullición y cocinar 3 minutos más. Retirar del fuego y dejar enfriar.', 'Disponer las supremas en una fuente refractaria engrasada con 2 c.s. de aceite y cocinarlas en el horno entre 10 y 12 min a 190º, dependiendo del grosor.', 'Cortar las vieiras por la mitad en sentido horizontal y cocerlas en un cesto de vapor sobre una cazuela puesta al fuego con agua 3 o 4 min.', 'El último minuto incorporar las hojas de espinaca.', 'Repartir en el fondo de los platos los rebozuelos con las hojas tiernas de ensalada y disponer encima las supremas de rodaballo.', 'A continuación, cubrir con las hojas de espinaca y de lechuga y coronar con las medias vieiras.', 'Acto seguido, sazonar con sal, decorar con cebollino picado y unas hojitas de perejil y rociar con el resto del aceite de oliva.'];pescados
Medallones de rape al aroma de salvia;https://images.hola.com/imagenes/cocina/recetas/20221219223130/medallones-rape-aroma-salvia/1-179-848/rape-salvia-age-c.jpg;4 COMENSALES;45min;Medio;['1 Rape de 1.250 gr aprox', '200 gramo de Tocino de cerdo ibérico (lonchas finas)', '1 Cebolla', '150 ml de Vino blanco seco', '1 manojo de Salvia', '2 cs de Aceite de oliva', 'Sal', 'Pimienta', 'Tallarines para acompañar'];['Pedir en la pescadería que retiren la cabeza y la espina central al rape separando los dos lomos.', 'Precalentar el horno a 180°.', 'Pelar la cebolla, cortarla en juliana y pocharla 5 minutos en una sartén con el aceite.', 'Añadir el vino y cocinar 20 minutos a fuego bajo.', 'Lavar y secar las ramas de salvia.', 'Salpimentar los dos lomos de rape y envolverlos con las lonchas de tocino colocando entre medias las ramas de salvia.', 'Ponerlos en una fuente refractaria y meterlos al horno a 180° entre 12 y 15 minutos, dependiendo del grosor que tenga el pescado.', 'Trocear el pescado, repartirlo en los platos con la cebolla pochada acompañarlo con unos tallarines cocidos al punto.'];pescados
Lubina al horno con crujiente de nueces;https://images.hola.com/imagenes/cocina/recetas/20221214222816/lubina-horno-crujiente-nueces/1-177-544/lubina-nueces-calif-c.jpg;4 COMENSALES;20min;Fácil;['2 Lubinas limpias con pero sin espinas (lomos limpios)', '2 Huevos', '4 cs de Nueces molidas (harina de nueces que podemos hacer nosotros mismos)', '1 cucharada de Perejil picado', '2 dientes de Ajo picados', 'Sal', '1 Calabacín', '1 Cebolleta', '2 cs de Nueces picadas', '1 rama de Perejil fresco'];['Pintamos con aceite una fuente apta para horno.', 'Precalentamos el horno a 200 grados.', 'Laminamos muy finos el calabacín y la cebolla. y los colocamos a modo de cama sobre el fondo de la fuente.', 'Colocamos encima los filetes de lubina y salpimentamos.', 'En un bol batimos los huevos. Añadimos la harina de nueces, el perejil y los ajos picados y batimos. Añadimos un pellizco \r\nde sal.', 'Con ayuda de una cuchara, ponemos esta mezcla sobre los filetes de pescado.', 'Horneamos a 200 grados durante 8 minutos.', 'Terminamos salpicando con nueces picadas, una hoja de perejil picado y un hilo de aceite de oliva virgen extra.\r\nç'];pescados
Porra antequerana;https://images.hola.com/imagenes/cocina/recetas/20221212222704/porra-antequerana/1-176-844/porra-adobe-c.jpg;4 COMENSALES;10min;Fácil;['1 kilogramo de Tomates', '250 g de Pan del día anterior remojado en agua', '1 diente de Ajo', '1 unidad de Pimiento verde', '100 ml de Aceite de oliva virgen extra', '1 chorrito de Vinagre', '1 unidad de Huevo', 'Jamón serrano', 'Atún en conserva', 'Sal', 'Aceite de oliva virgen extra'];['Lavamos bien el pimiento y los tomates.', 'Cocemos el huevo en agua hirviendo durante 10-12 minutos. Escurrimos , dejamos enfriar, pelamos y picamos.', 'Trituramos los tomates, el pimiento, el ajo y el pan.', 'Pasamos todo por un chino, añadimos sal, vinagre y echamos poco a poco el aceite de oliva mientras volvemos a triturar para que emulsione.', 'Dejamos en la nevera para que se enfríe unas 2-3 horas.', 'Sacamos la porra antequerana y servimos con el huevo duro y el jamón serrano picados y el atún en conserva.'];pescados
Vasito de ceviche de bacalao;https://images.hola.com/imagenes/cocina/recetas/20221209222516/vasito-ceviche-bacalao/1-175-667/aperitiv-bacalao-age-c.jpg;8 COMENSALES;20min;Fácil;['400 g de Bacalao fresco sin piel ni espinas', '1 Pimiento verde', '1 Tomate', '1 Cebolla morada', '0.5 Ajo', '1 cucharada de Cilantro picado', 'Zumo de 3 o 4 limones', 'Sal', 'Pieles fritas de bacalao para acomañar'];['Pelar y picar el ajo.', 'Cortar el bacalao en dados de 1 cm, ponerlo en un cuenco con el zumo, el ajo picado y una pizca de sal y dejar reposar 30 minutos.', 'Pelar y picar la cebolla.', 'Retirar el tallo y las semillas al pimiento y picarlo.', 'Pelar el tomate, desechar las semillas y cortar la pulpa en daditos.', 'Escurrir el bacalao y echarlo en una ensaladera con la cebolla, el pimiento, el tomate y el cilantro picados y mezclar.', 'Repartir en vasitos el contenido de la ensaladera y acompañar con un trozo de piel frita de bacalao.'];pescados
Lenguado relleno de crema de puerros con perlas de tapioca;https://images.hola.com/imagenes/cocina/recetas/20221201222116/lenguado-relleno-crema-puerros/1-172-777/lenguado-relleno-age-c.jpg;4 COMENSALES;40min;Medio;['1 Lenguado grande troceado en 4 filetes', '150 g de Perlas de tapioca', '1 cucharada de Eneldo picado', 'Sal', 'Pimienta', 'Eneldo', '5 Puerros medianos', '400 ml de Leche de coco', '0.5 cucharadita de Nuez moscada rallada', '4 cs de Aceite de oliva virgen', 'Sal', 'Pimienta'];['Retirar las raíces, la parte verde y la primera capa a los puerros y trocearlos.', 'Calentar el aceite en una cazuela y pochar 5 min los puerros troceados sin que cojan color.', 'Verter la leche de coco, sazonar con sal, pimienta y nuez moscada, llevar a ebullición y cocer 5 min a fuego medio.', 'Triturar, pasar por el chino y reservar.', 'Echar 1,5 l de agua en una cazuela y llevar a ebullición. Añadir las perlas de tapioca y cocer 15 minutos a fuego medio bajo con la cazuela tapada removiendo de vez en cuando.  Retirar del fuego y dejar reposar 15 min sin destapar.', 'Colar las perlas e introducirlas en la crema de puerros preparada, mezclar y reservar.', 'Enrollar cada filete de lenguado formando un cilindro y atar cada uno con hilo de cocina para que conserve la forma.', 'Ponerlos en posición vertical en un cesto de vapor, salpimentarlos y cocerlos 5 min a fuego bajo sobre una cazuela con agua.', 'Encender el grill del horno a máxima temperatura.', 'Disponer en el centro de 4 platos hondos los filetes de lenguado sobre un lecho de crema con perlas de tapioca.', 'Rellenar el interior con más crema y perlas de tapioca y gratinar 2 min en el horno.', 'Retirar del horno, quitar los hilos con cuidado, espolvorear la superficie con el eneldo picado y decorar con las ramitas de eneldo.'];pescados
Tarta de queso con salmón;https://images.hola.com/imagenes/cocina/recetas/20221201222107/tarta-queso-salmon/1-172-734/queso-salmon-marnog-c.jpg;4 PORCIONES;30min;Medio;['300 g de Salmón sin piel', '1 Mango', '10 g de Jengibre', '0.25 Granada', '1 Limón', 'Cilantro (manojo pequeño)', 'Cebollino (manojo pequeño)', '200 g de Queso crema', '120 g de Ricotta', '1 Lima', '80 g de Galletas saladas', '50 g de Mantequilla derretida', 'Sal', 'Pimienta', 'Aceite de oliva'];['Empieza cortando el salmón en dados de 1 cm y marinándolo con aceite de oliva, jengibre rallado y unas vueltas de molinillo de pimienta. Enfría hasta el momento de servir.', 'En una ensaladera, desmenuza las galletas en trozos finos. Vierte la mantequilla derretida, el zumo de medio limón y la pimienta.  Mezcla bien y rellena el fondo de unos moldes desmontables individuales. Coloca en un lugar fresco durante 30 minutos.', 'Prepara la mezcla de la tarta de queso. Mezcla el queso crema y la ricotta y ralla la lima (piel) por encima. Añade a continuación un poco de sal y pimienta.', 'Llena los moldes con la mezcla y enfría durante al menos 4 horas o toda la noche.', 'Justo antes de servir. Corta el mango en dados pequeños y añádelos a un bol con el salmón, los granos de granada, el cebollino picado, el cilantro, el zumo de lima y sal y la pimienta al gusto.', 'Saca las tartas de queso de la nevera. Colocar el tartar de salmón encima. Sólo presiona ligeramente. Desmolda y sirve.'];pescados
Bocados de salmón y coco;https://images.hola.com/imagenes/cocina/recetas/20221201222102/bocados-salmon-coco/1-172-726/salmon-coco-marnog-c.jpg;6 COMENSALES;25min;Fácil;['400 g de Salmón (filete con piel)', '350 g de Sal gruesa', '6 Patatas pequeñas', '30 g de Coco rallado', '150 g de Queso fresco batido', '2 cs de Zumo de lima', '0.5 cucharadita de Pimienta', 'Cilantro (manojo pequeño)', 'Sal', 'Pimienta'];['Empieza escurriendo el salmón noruego y poniéndolo en una fuente un poco más grande.', 'Cúbrelo con sal gruesa y coloca el salmón en la nevera durante al menos 4 horas o incluso toda la noche. De este modo, el salmón se marinará en la sal.', 'Cocina a continuación las patatas en agua hirviendo durante 20-25 minutos. Comprueba que están cocidas clavando un cuchillo en una de ellas (éste, debe poder penetrar sin esfuerzo en las patatas).', 'Pela la patatas después de la cocción y córtalas en rodajas gruesas. Reservar.', 'Para la preparación de la salsa: mezcla el queso batido con el zumo de yuzu, la pimienta, la sal y el cilantro finamente picado. Reserva en un lugar fresco.', 'Enjuaga bien el salmón noruego con agua debajo del grifo para quitarle toda la sal. Retira la piel y corta el salmón en daditos de aproximadamente 1 cm.', 'Pasa los trozos de salmón noruego por el coco rallado.', 'Para emplatar: dispón las rodajas de patatas, encima vierte la salsa una cucharada generosa  de salsa. Pincha un trozo de salmón en un palo de brocheta largo (si tiene motivos navideños, mejor) y ve insertando sobre las rodajas de patata formando los aperitivos, tal como se ve en la imagen.'];pescados
Turnedó de salmón;https://images.hola.com/imagenes/cocina/recetas/20221201222105/turnedo-salmon/1-172-732/turnedo-salmon-marnog-c.jpg;4 COMENSALES;1h 0min;Medio;['700 g de Salmón sin piel', '4 lonchas de Panceta o beicon de cerdo ahumado', '250 g de Colmenillas u otras setas al gusto', '7 cs de Nata para cocinar', 'Cebollino (manojo pequeño)', '2 Chalotas', '10 cl de Vino blanco', '1 diente de Ajo', '1 cucharadita de Bayas rojas', '300 g de Patatas', '200 g de Apio', '10 cl de Leche', '40 g de Mantequilla', '50 g de Castañas'];"['Precalienta el horno a 100 °C.', 'Comienza formando tus turnedós. Con un cortador de pastas de unos diez centímetros de diámetro aproximadamente, corte 4 turnedós de las partes más gruesas de la pieza de salmón noruego (lo que te sobre lo puedes aprovechar, por ejemplo, para hacer un tartar al día siguiente).', 'Envuelve cada trozo de salmón noruego con una loncha de bacon y pínchalos con una brocheta (o palillos) para mantenerlos unidos.', 'En una sartén caliente, asa cada turnedó sobre el tocino (la idea es marcarlo, ya que salmón se cocinará en el horno después).', 'Coloca los turnedós en una bandeja y hornea durante 25 minutos.', ""Las setas: estas receta se acompaña con colmenillas, una seta que resulta deliciosa, pero con la que hay que tener cuidado. En crudo, o mal cocinadas, resultan tóxicas, por lo que se recomienda que, antes de incorporarlas a un plato o salsa se desequen . Luego se rehidratan, desechando el agua usada , y se hacen en el fuego. Así pues, si prefieres evitar cualquier riesgo, puedes sustituirlas por otra seta más 'segura' (champiñones, boletus, níscalos...)."", 'El puré: pon a hervir una olla grande de agua con sal. Pela y pica las patatas y el apio. Sumérgelos en agua durante 25 minutos. Cuando las verduras estén cocidas, escúrrelas y pásalas por un pasapuré. Mezcla con 2 cucharadas de nata, leche, mantequilla y sal y pimienta.', 'Desmenuza las castañas y mézclalas con el puré.', 'La salsa: pela y pica finamente las chalotas y rehógalas en una sartén caliente con una nuez de mantequilla. Añade ahora vino blanco, reduce durante 1 o 2 minutos y añade las setas y el diente de ajo desgerminado y picado. Cocina durante 10 minutos, remueve y añade el resto de la nata, las bayas rojas trituradas y el cebollino picado. Sazona con sal y pimienta.', 'Sirve los turnedó recién salidos del horno y acompaña con la salsa y el puré.']";pescados
