titulo;imagen;comensales;duracion;dificultad;ingredientes;pasos;nombre_categoria
Aguacates rellenos con langostinos picantes;https://images.hola.com/imagenes/cocina/recetas/20200605169532/aguacates-rellenos-langostinos-picantes/0-832-757/aguacates-rellenos-langostinos-c.jpg;4 COMENSALES;25min;Fácil;['4 ud de Aguacates maduros', '2 ud de Tomates', '200 g de Langostinos', '1 unidad de Huevo', 'Aceite de girasol', 'Sal', 'Pimienta negra', 'Cebollino', 'Cilantro', 'Chile rojo en polvo', 'Pimentón dulce', '2 ud de Limas'];['Pelar los tomates, eliminar las semillas y picar en tartar. Reservar.', 'Pelar los langostinos y espolvorear con chile en polvo.', 'Saltear los langostinos en una sartén con unas gotas de aceite a fuego alto. Salpimentar y reservar.', 'Cortar los aguacates por la mitad, eliminar el hueso central y quitar la piel. Reservar.', 'Batir un huevo y el zumo de media lima en una batidora.', 'Añadir una cucharada mediana de pimentón dulce y una pizca de sal. Batir 10 segundos.', 'Añadir aceite de girasol poco a poco sin dejar de batir hasta conseguir la consistencia de la mayonesa.', 'Añadir una cucharada grande de tartar de tomate en cada mitad de aguacate.', 'Cubrir con una cucharada de salsa rosa y poner dos langostinos encima.', 'Añadir cebollino y cilantro picado.', 'Acompañar con limas recién cortadas.'];mariscos
Brochetas de langostinos y piña;https://images.hola.com/imagenes/cocina/recetas/20200604169445/brochetas-langostinos-pina-barbacoa/0-832-145/brochetas-langostino-pina-c.jpg;6 COMENSALES;20min;Fácil;['24 ud de Langostinos', '4 rodajas de Piña', '1 unidad de Pimiento rojo mediano', 'Sal al gusto', 'Pimienta negra al gusto'];['Pelar los langostinos dejando la cola y reservar.', 'Cortar la piña en trozos no muy gruesos. Reservar.', 'Lavar y cortar el pimiento en trozos de la misma anchura de la piña.', 'Mojar los palos de brocheta si son de madera para evitar que se quemen y comenzar a montar pinchando un langostino, el pimiento y la piña.', 'Repetir la operación hasta que esté todo cubierto dejando libres los extremos. Salpimentar.', 'Colocar las brochetas sobre la parrilla bien caliente y cocinar hasta que los langostinos estén hechos y la piña caramelizada.'];mariscos
Calamares a la brasa con ensalada;https://images.hola.com/imagenes/cocina/recetas/20200604169412/calamares-barbacoa-ensalada/0-831-947/calamar-barbacoa-c.jpg;4 COMENSALES;30min;Fácil;['1 Kg de Calamares', '1.5 cc de Comino molido molido', '2 cs de Eneldo fresco picado', '2 cs de Zumo de limón', '2 cs de Salsa barbacoa', '60 ml de Salsa de chile dulce', '60 ml de Aceite de cacahuete', '1 cucharada de Ralladura de limón', '2 dientes de Ajo machacados', '2 ud de Pepinos', '1 unidad de Pimiento rojo en rodajas', '140 g de Berros', '1 cucharada de Agua'];"['Mezclar los calamares con el comino, el eneldo y las salsas en un jarra pequeña y mezclar bien.', 'Juntar los calamares, la ralladura de limón y el ajo con la mitad de la mezcla de comino en un cuenco grande. Tapar y dejar en el frigorífico una hora. Tapar también el resto de la mezcla de comino y conservar en el frigorífico hasta el momento de usarla.', 'Escurrir y desechar la marinada.', 'Cocinar los calamares en la barbacoa caliente y aceitada, sin cerrar, hasta que se dore por todas partes y esté bien hecho. Tapar para que se mantenga caliente.', 'Partir los pepinos por la mitad a lo largo; cortar en finas rodajas. Mezclar el pepino con el pimiento y los berros en una ensaladera.', 'Añadir el agua a la mezcla de comino reservada y remover. Verter sobre la ensalada y voltearla suavemente. Servir el calamar con la ensalada.']";mariscos
Gelatina de salmorejo con cangrejo;https://images.hola.com/imagenes/cocina/recetas/20200602169294/receta-gelatina-salmorejo-cangrejo/0-831-326/gelatina-salmorejo-z.jpg;4 COMENSALES;4h 0min;Fácil;['500 g de Tomates maduros', '5 hojas de Gelatina', '100 g de Miga de pan', '100 g de Aceite de oliva virgen extra', '1 cucharadita de Sal', '1 diente de Ajo', '1 chorrito de Vinagre de manzana', '1 loncha de Jamón serrano', '1 unidad de Huevo cocido'];['Coloca la loncha de jamón serrano entre dos papeles y calenta durante un minuto a máxima potencia en el micro para que quede crujiente. Cuando se enfríe, echa en el vaso de la Thermomix y tritura totalmente.', 'Pon a hidratar las hojas de gelatina en un recipiente con agua.', 'Pela y pica tanto los tomates como el ajo.', 'Añade al vaso de la Thermomix los tomates, el ajo y la sal y tritura a velocidad número 5 durante un tiempo aproximado de 20 segundos.', 'Cuando hayas triturado todo debes añadir el pan, el vinagre y el huevo duro y programa a la misma velocidad durante aproximadamente 40 segundos.', 'Baja los ingredientes hasta el fondo del vaso ayudándote de una espátula y tritura durante aproximadamente 2 minutos a velocidad 10 y ve añadiendo el aceite poco a poco.', 'Cuando todo esté triturado debes escurrir la gelatina, ponerla 10 minutos en el microondas para que se disuelva por completo, añadirla al vaso y mezclarla a velocidad 5 durante 10 segundos.', 'Vierte en vasitos que introducirás en la nevera para que se cuajen unas 4 horas.', 'Saca de la nevera y cuando vayas a servir, espolvorea con la carne de cangrejo picadita.'];mariscos
Navajas asadas con jamón;https://images.hola.com/imagenes/cocina/recetas/20200525168649/navajas-jamon/0-827-384/navajas-c.jpg;4 COMENSALES;10min;Fácil;['20 Navajas', '3 lonchas de Jamón serrano', '1 cucharada de Perejil (hojas)', '2 cs de Aceite de oliva', 'Sal', 'Pimienta'];['Cortar las lonchas de jamón en cuadraditos.', 'Calentar el aceite en una sartén grande sobre una parrilla y colocar las navajas con los cuadraditos de jamón.', 'Cocinar a fuego vivo entre 1 y 2 min, añadir las hojas de perejil, salpimentar y retirar del fuego.', 'Espolvorear con sal y repartir en los platos.'];mariscos
Berberechos con ajo y chile;https://images.hola.com/imagenes/cocina/recetas/20200525168656/berberechos-ajo-chile/0-827-390/berberechos-c.jpg;4 COMENSALES;10min;Fácil;['750 g de Berberechos', '3 dientes de Ajo', '2 Chiles', '1 cucharada de Perejil picado', '4 cs de Aceite de oliva', 'Sal'];['Poner los berberechos en un cuenco cubiertos de agua con sal para eliminar los restos de arena que pudieran tener.', 'Retirar el tallo y las semillas a los chiles y picarlos.', 'Pelar y picar los ajos.', 'Poner una cazuela con el aceite en el fuego y dorar durante 1 min los ajos picados.', 'Añadir el chile picado, incorporar los berberechos y cocinar hasta que se abran, entre 2 y 3 minutos.', 'Espolvorearlos con el perejil picado y servirlos de inmediato, antes de que se enfríen.'];mariscos
Mejillones al vino blanco;https://images.hola.com/imagenes/cocina/recetas/20200525168650/mejillones-vino/0-827-385/mejillones-vino-c.jpg;6 COMENSALES;15min;Fácil;['1.3 kilogramo de Mejillones', '1 Cebolla', '3 dientes de Ajo', '3 hojas de Laurel', '1 cucharada de Perejil fresco picado', '1 Guindilla', '200 ml de Vino blanco seco', '6 cs de Aceite de oliva', 'Sal', 'Limón (unas rodajas)'];['Pelar los ajos y cortarlos en láminas.', 'Pelar la cebolla y cortarla en juliana.', 'Retirar el tallo y las semillas a la guindilla y trocearla.', 'Limpiar los mejillones (si no los has comprado ya limpios).', 'Calentar 3 cucharadas de aceite en una cazuela grande y dorar 1 min las láminas de ajo.', 'Añadir la cebolla, la guindilla y las hojas de laurel, sazonar con sal y rehogar durante 5 min a fuego medio.', 'Bañar con el vino y llevar a ebullición.', 'Incorporar los mejillones, tapar la cazuela y cocinar a fuego vivo hasta que se abran, unos 4 o 5 min.', 'Una vez se hayan abierto, agregar el perejil y el resto del aceite y cocinar 1 min más, removiendo con una cuchara de madera.', 'Disponer los mejillones en una fuente grande y acompañarlos con las rodajas de limón'];mariscos
Vieiras, crema de calabaza, ceps y castañas;https://images.hola.com/imagenes/cocina/recetas/20200522168536/marisco-vieiras-calabaza-setas/0-826-850/calabaza--c.jpg;4 COMENSALES;30min;Fácil;['12 ud de Vieiras limpias', '0.5 ud de Calabaza Nolin', '200 cl de Agua mineral', '6 ud de Boletus pequeños', '8 ud de Castañas cocidas', '1 cs de Aceite de perejil'];"['Pelar y despepitar la calabaza, cortar a trozos y rehogar a fuego medio.', 'A los 5 minutos, añadir el agua mineral.', 'Cocer  hasta que el agua se reduzca a la mitad y la calabaza esté bien cocida.', 'Triturar hasta que quede muy fina, y pasar la crema por el colador fino. Reservar.', 'Saltear las setas a fuego medio hasta que estén bien cocidas.', 'Cocer las castañas en el horno,  pelar y reservar.', 'Marcar las  vieiras a fuego medio 2 minutos  y salpimentar.', 'Para el aceite de perejil, escaldar éste en agua; enfriar y triturar con aceite.', 'Colar y reservar.', 'Hacer un círculo en el centro del plato con el aceite de perejil  y colocar una cucharada  de crema de calabaza.', 'Colocar  las vieiras en el centro del  plato.', 'Colocar por encima las  castañas y los ceps.']";mariscos
Ostras en escabeche con trufa;https://images.hola.com/imagenes/cocina/recetas/20200522168532/aperitivo-ostras-escabeche/0-826-841/ostras--c.jpg;4 COMENSALES;20min;Fácil;['2 ud de Zanahoria', '1 ud de Zanahoria grande', '2 ud de Dientes de ajo', '1 cc de Pimienta negra en grano', '2 hojas de Laurel', '1 cs de Chardonnay', '1 cc de Sal fina', '1 ud de Trufa negra Melanosporum', '8 ud de Ostras Marenne'];['Cortar la zanahoria y la cebolla en brunoise.', 'Laminar los dientes de ajo.', 'Añadir la pimienta, el laurel y el aceite de oliva 0’4º en un cazo.', 'Cocer a fuego medio  muy lentamente.', 'Una vez pochado, añadir el vinagre, la sal y retirar del fuego.', 'Abrir las ostras, eliminando cualquier  tipo de impureza.', 'Separar de la concha y reservar en su propia agua en la nevera.', 'Limpiar una de las conchas y  guardar bien seca.', 'Cortar la trufa en láminas  muy finas con una mandolina.', 'Escurrir las ostras y poner en la mitad de la concha que teníamos reservada.', 'Añadir un poco de escabeche encima  de la ostra y terminar agregando la lámina  de trufa.'];mariscos
Baos con langostinos y verduras;https://images.hola.com/imagenes/cocina/recetas/20200519168229/baos-langostinos-verduras/0-825-66/baos-langostinos-verduras-c.jpg;4 COMENSALES;30min;Fácil;['8 ud de Langostinos', '250 g de Gambas', '1 unidad de Cebolla', '1 unidad de Pimiento verde', '1 unidad de Pimiento rojo', '3 cs de Mayonesa', '1 cucharada de Pimentón dulce', '2 cs de Vinagre balsámico de módena (en crema)', '3 cs de Salsa de soja', 'Mezcla de lechugas', 'Sal'];['Pela las gambas y corta a tiras la cebolla y los pimientos. Sofríe las gambas con las verduras hasta que queden crujientes.', 'Antes de retirar del fuego añade la salsa de soja y remueve. Retira el contenido de la sartén y reserva.', 'Pela los langostinos, menos la cola, y fríelos en la misma sartén con una pizca de sal.', 'Rellena los baos con las gambas, los langostinos, verduras y lechugas, y espolvorea todo con el pimentón.', 'Añade la mayonesa y la crema balsámica ¡y listo para disfrutar!'];mariscos
Banderillas de gambas con chorizo;https://images.hola.com/imagenes/cocina/recetas/20200514167971/brochetas-gambas-chorizo/0-823-785/gambas-chorizo-c.jpg;6 COMENSALES;30min;Fácil;['200 g de Gambas', '200 g de Chorizo de León', 'Zumo de naranja (de una naranja)', '2 cs de Salsa de soja baja en sodio', '1 cucharada de Kétchup', '2 cs de Vinagre de vino blanco', '1 cucharada de Maicena', '50 ml de Agua mineral', '1 cucharadita de Semillas de sésamo', '1 cucharadita de Semillas de sésamo negro'];['Poner en un cazo el zumo de naranja, la salsa de soja, el kétchup y el vinagre. Mezclar y poner al fuego.', 'Diluir la maicena en el agua mineral y añadirla al cazo cuando comience a hervir.', 'Mezclar y calentar hasta que espese.', 'Retirar la cabeza a las gambas y pelarlas respetando el último segmento y la cola.', 'Cortar el chorizo en rodajas de 1 cm de grosor.', 'Ensartar las gambas en brochetas con las rodajas de chorizo y cocinarlas en una plancha acanalada durante 1 min por cada lado.', 'Cortar las limas por la mitad.', 'Repartir las brochetas antes de que se enfríen, rociarlas con la salsa preparada, espolvorear unas semillas, y acompañar con las medias limas.'];mariscos
Brochetas tropicales de langostino y papaya;https://images.hola.com/imagenes/cocina/recetas/20200415165693/brochetas-tropicales-langostino-papaya/0-811-464/brochetas-tropicales-c.jpg;4 COMENSALES;20min;Fácil;['16 Langostinos', '2 Limas', '1 Papaya', '8 hojas de Lechuga', '1 Guindilla', '1 cucharada de Cilantro picado', 'Zumo de lima', '4 cs de Aceite de oliva', 'Sal', 'Pimienta roja'];['Pelar los langostinos retirando las cabezas y respetando las colas.', 'Retirar el tallo y las semillas a la guindilla y picarla.', 'Pelar la papaya, partirla por la mitad y eliminar las semillas. Cortarla en dados de 2 cm de lado y ponerlos en un cuenco.', 'Espolvorear con la mitad de la guindilla picada, rociar con el zumo de lima y mezclar bien para que se impregnen todos los dados de papaya.', 'Lavar las limas y cortarlas en octavos.', 'Ensartar en brochetas, alternándolos, los trozos de lima, los langostinos y los dados de papaya, sazonar con sal y cocinar en una plancha o en una sartén grande a fuego vivo con el aceite durante 1 min por cada lado.', 'Lavar y secar las hojas de lechuga.', 'Disponer las hojas de lechuga en el fondo de los platos y colocar encima las brochetas bien ordenadas.', 'Espolvorear con el resto de la guindilla y el cilantro picados, añadir la pimienta roja y rociar con el zumo de lima de los dados de papaya.'];mariscos
Brochetas de gambas con hierbas aromáticas;https://images.hola.com/imagenes/cocina/recetas/20200415165687/brocheta-gambas-hierbas-aromaticas/0-811-436/gambas-hierbas-c.jpg;4 COMENSALES;30min;Fácil;['500 g de Gambas', '1 diente de Ajo', '1 cucharadita de Tomillo (hojitas secas)', '1 cucharadita de Romero (hojitas secas)', '1 cucharadita de Orégano (hojitas secas)', '1 cucharada de Perejil picado', '1 cucharada de Pimentón dulce', '3 cs de Aceite de oliva', 'Sal', 'Pimienta', 'Limón (unas cuñas para acompañar)', 'Perejil (unas hojas para decorar)'];['Retirar la cabeza y las cáscaras a las gambas, excepto el último segmento y la cola.', 'Pelar y picar el diente de ajo.', 'Echar en un cuenco las hojitas secas de tomillo, orégano y romero, el pimentón, el ajo y el perejil picados y una pizca de sal y de pimienta recién molida y mezclar todo bien.', 'Poner las gambas en un cuenco grande, rebozarlas con la mezcla, rociarlas con el aceite de oliva, cubrirlas con papel film y meterlas en el frigorífico 40 minutos.', 'A continuación, encender la barbacoa y, mientras las brasas alcanzan su punto, poner las brochetas en remojo en agua fría.', 'Ensartar las gambas de 4 en 4 en las brochetas y cocinarlas en las brasas de la barbacoa 2 min por cada lado.', 'Repartir las brochetas de gambas en bandejas, acompañarlas con las cuñas de limón y decorarlas con unas ramas de perejil.'];mariscos
Calamares a la plancha con vinagreta mediterránea;https://images.hola.com/imagenes/cocina/recetas/20200408165238/calamares-vinagreta-mediterranea/0-809-250/calamares-plancha-vinagreta-c.jpg;3 COMENSALES;25min;Fácil;['6 ud de Calamares frescos de tamaño mediano', 'Aceite de oliva virgen extra', '2 ud de Limones', 'Perejil fresco', 'Romero fresco', 'Sal'];['Limpiar los calamares, extrayendo los tentáculos y dejando el interior vacío. Cortar la parte sobrante de los tentáculos.', 'Secar los calamares con papel absorbente y reservar en una fuente.', 'En una sartén añadir dos cucharadas soperas de AOVE poner los calamares y tentáculos. Añadir sal y asar a fuego medio alto durante 4 minutos por cada lado.', 'Lavar los limones y pelar solamente la parte amarilla de la piel, evitando la parte blanca.', 'Picar muy finamente (brunoise) la piel del limón.', 'Deshojar varias ramas de perejil y machacar en un mortero con media cucharada pequeña de sal. Añadir media taza pequeña de AOVE, el zumo de medio limón y la piel del limón picada.', 'Servir inmediatamente.', 'Servir los calamares en una fuente metálica, añadir algunos trozos de corteza de limón y algunas hojas de romero. En un recipiente pequeño presentar la vinagreta con una cuchara pequeña, y en otro recipiente algunas rodajas de limón.'];mariscos
Rollitos vietnamitas;https://images.hola.com/imagenes/cocina/recetas/20200402164772/rollitos-vietnamitas-gambas/0-806-889/rollitos-gambas-vietnamitas-c.jpg;6 COMENSALES;30min;Medio;"['6 ud de Obleas de arroz de 17 cm de diámetro', ""1 unidad de Lechuga 'Iceberg'"", '100 g de Col lombarda', '1 unidad de Pepino', '1 unidad de Zanahoria', '24 ud de Gambas o langostinos', 'Cilantro fresco', 'Albahaca', 'Salsa de cacahuete']";['Cocer las gambas durante 5 minutos, dejar enfriar, pelarlas y reservar.', 'Retirar las primeras hojas de la lechuga y reservar las más verdes.', 'Pelar el pepino y la zanahoria y picar en juliana muy fina.', 'Picar en juliana muy fina la col lombarda.', 'Quitar las hojas de la albahaca y el cilantro una por una y reservar.', 'Sumergir cada oblea de arroz en un recipiente con agua templada durante unos 30 o 40 segundos y depositarla en una superficie plana.', 'Acto seguido, añadir una hoja de lechuga y una porción de pepino, zanahoria y lombarda.', 'Añadir 4 gambas, 4 hojas de cilantro y 4 hojas de albahaca por rollito.', 'Cerrar los rollitos haciendo unos sobres compactos de forma cilíndrica.', 'Servir en un plato de madera con algunos tallos de albahaca y cilantro por encima. Acompañar con salsa de cacahuete.'];mariscos
