titulo;imagen;comensales;duracion;dificultad;ingredientes;pasos;nombre_categoria
Mazorcas de maíz gratinadas con queso;https://images.hola.com/imagenes/cocina/recetas/20210126183274/mazorcas-de-maiz-gratinadas-con-queso/0-913-523/mazorcas-age-z.jpg;4 COMENSALES;10min;Fácil;['4 ud de Mazorcas de maíz pre-cocidas', '300 g de Queso rallado (mezcla de varios)', '1 unidad de Lima', 'Copos de chile', 'Cilantro'];['Precalentamos el horno a 200ºC.', 'Ponemos las mazorcas de maíz en una bandeja y exprimimos el zumo de lima por encima.', 'Espolvoreamos con la mezcla de quesos rallados.', 'Añadimos copos de chile al gusto y gratinamos en el horno durante unos 8 minutos o hasta que veamos que el queso se funde y se tuesta.', 'Sacamos con cuidado y espolvoreamos cilantro picadito.', 'Servimos inmediatamente para comer las mazorcas calentitas.'];lácteos
Suflé de zanahoria y gorgonzola;https://images.hola.com/imagenes/cocina/recetas/20201218181382/sufle-de-zanahoria-y-gorgonzola/0-902-712/sufle-age-z.jpg;4 COMENSALES;50min;Fácil;['500 g de Zanahoria', '100 g de Queso gorgonzola', '3 ud de Huevo', '50 ml de Leche', '20 g de Harina', '20 g de Mantequilla', 'Sal', 'Pimienta'];"['Pela las zanahorias, corta en rodajas y cuece en agua hirviendo con sal durante 25 minutos.', 'Escúrrelas y tritura con un poco de agua de la cocción para obtener un puré espesito.', 'Precalienta el horno a 180 grados.', 'Separa las yemas de las claras de los huevos.', 'Funde la mantequilla y añade la harina para rehogar; ve añadiendo la leche poco a poco y removiendo, a fuego suave, para hacer una bechamel y salpimenta.', 'Incorpora el queso gorgonzola y mezcla bien.', 'Retira del fuego para que pierda temperatura y añade las yemas de huevo.', 'Monta las claras a punto de nieve con una pizca de sal.', 'Mezcla la bechamel con el puré de zanahoria y, por último, incorpora las claras mezclando con movimientos envolventes.', 'Engrasa unos moldes individuales con un poco de mantequilla y espolvorea una pizca de harina.', 'Rellena con la mezcla y mételos en el horno durante unos 15-20 minutos a 180 grados.', 'Sirve inmediatamente los suflés.']";lácteos
Muñecos de nieve de queso fresco;https://images.hola.com/imagenes/cocina/recetas/20201211180922/munecos-de-nieve-con-queso-fresco/0-899-794/muneco-nieve-adobe-z.jpg;4 COMENSALES;15min;Fácil;['2 tarrina de Queso fresco', '1 unidad de Zanahoria', '1 puñado de Cereales', '1 puñado de Arándanos', 'Caramelos'];['Corta el queso para hacer la cabeza, el cuerpo y el pompón del sombrero del muñeco de nieve, al que también pondremos arándanos.', 'Corta unas tiras de zanahoria para hacer la bufanda y la nariz.', 'Utiliza unos caramelos para simular los ojos, la boca y los botones del muñeco.', 'Termina añadiendo unos cereales y unas bolas de caramelo alrededor.'];lácteos
Canapés con burrata, huevas y germinados;https://images.hola.com/imagenes/cocina/recetas/20201125179956/canapes-de-burrata-huevas-y-germinados/0-893-870/burrata-adobe-z.jpg;4 COMENSALES;10min;Fácil;['1 unidad de Baguette', '300 g de Burrata', '1 bote de Huevas de trucha o salmón', 'Germinados variados', 'Aceite de oliva virgen extra', 'Escamas de sal negra'];"[""Corta la barra de 'baguette' en rebanaditas."", 'Coloca encima de cada rebanada un poco de burrata.', 'En el centro pon unas pocas huevas y añade unas escamas de sal.', 'Añade los germinados y termina con un chorrito de aceite de oliva.']";lácteos
Tartaletas de atún y queso 'emmental';https://images.hola.com/imagenes/cocina/recetas/20201119181291/tartaletas-atun-con-encurtidos-y-queso/0-902-151/tartaletas-atun-quesos-suiza-c.jpg;4 COMENSALES;55min;Fácil;['50 g de Queso Emmentaler, cortado en dados pequeños', '250 g de Harina', '125 g de Mantequilla', '1 unidad de Yema de huevo', '1 cucharadita de Sal', '2 cc de Orégano', '25 ml de Agua', '300 g de Atún rojo', '1 unidad de Limón', '5 cs de Aceite de oliva virgen extra', '1 unidad de Dientes de ajo', '0.5 cucharadita de Comino molido molido', 'Sal', 'Pimienta negra en grano', '100 g de Queso emmental cortado en bastones', '12 ud de Tomates cherry', '12 ud de Aceitunas verdes', '12 ud de Alcaparras', '6 ud de Cebollitas francesas encurtidas', 'Rúcula', 'Aceite de oliva virgen extra'];"['En un bol grande, mezclamos la harina, la sal y el orégano. Troceamos la mantequilla a temperatura ambiente y lo ponemos también en el bol. Mezclamos un par de minutos hasta que todo esté bien integrado.', 'Hacemos un hueco en el centro de la masa y añadimos la yema de huevo y el agua. De nuevo, mezclamos bien y amasamos de nuevo.', ""Envolvemos la masa en papel 'film' transparente y refrigeramos 30 minutos."", 'Mientras, precalentamos el horno a 180 ºC y untamos unos moldes con mantequilla. Es importante mantenerlos frescos.', 'Transcurrido el tiempo, colocamos la masa en los moldes y añadimos los dados de queso.', 'Horneamos 15 minutos, hasta que la masa esté dorada.', 'En un bol pequeño, mezclamos el jugo de limón, el aceite de oliva, el diente de ajo, el comino y la sal con la pimienta.', 'En otro plato hondo, colocamos el atún y vertemos la mezcla anterior. Dejamos que se marine en la nevera 30 minutos.', 'Transcurrido este tiempo, calentamos una sartén a fuego fuerte y lo doramos un par de minutos por cada lado.', 'Retiramos y cortamos el atún en pequeños dados.', 'Tras montar nuestras tartaletas, con la masa quebrada y rellenas del marinado de atún, adornamos todo con un tomate cherry, una mitad de las cebollitas, una alcaparra, aceituna y, por último la hoja de rúcula y un chorrito de aceite de oliva.', 'Justo antes de servir, salpimentamos y colocamos los bastones de queso emmental.']";lácteos
Bizcocho con mermelada de naranja;https://images.hola.com/imagenes/cocina/recetas/20201112179035/bizcocho-con-mermelada-de-naranja/0-888-81/bizcocho-mermelada-naranja-c.jpg;8 PORCIONES;40min;Fácil;['1 unidad de Yogur natural', '2 vasos de yogur de Azúcar blanca', '1 vaso de yogur de Aceite de oliva o girasol, para un sabor más suave', '3 vasos de yogur de Harina', '4 ud de Huevos', '3 cs de Mermelada de naranja amarga', '1 cucharadita de Canela molida', '1 sobre de Levadura en polvo', '1 pizca de Sal'];['Precalentamos el horno a 180 ºC.', 'Mezclamos el azúcar blanco (que puede ser también panela o azúcar moreno) con los huevos en un bol bien profundo. Mejor con unas varillas eléctricas.', 'Agregamos el yogur y el aceite de oliva, sin dejar de batir y poco a poco.', 'Añadimos las cucharadas de mermelada y seguimos mezclando.', 'Ahora, muy poco a poco y con ayuda de un tamizador, vamos agregando la harina. A continuación, la canela, la levadura y la pizca de sal. Batimos hasta conseguir una crema homogénea.', 'Rellenamos el molde y horneamos 35 minutos. Retiramos cuando, al pinchar con un palillo, veamos que éste sale completamente limpio. Si quieres, para decorar, puedes espolvorear azúcar glas.'];lácteos
Tortitas de espinacas con salsa de yogur;https://images.hola.com/imagenes/cocina/recetas/20200901174435/tortitas-espinacas-yogur/0-860-295/espinacas-age-c.jpg;4 COMENSALES;45min;Fácil;['400 g de Espinacas', '2 ud de Huevo', '100 g de Queso rallado', '1 vaso de Leche', '75 g de Harina con levadura', '2 ud de Yogur cremoso', 'Chile rojo opcional', 'Ajo seco molido', 'Albahaca', 'Aceite de oliva virgen extra', 'Sal', 'Pimienta'];['Cuece las espinacas en agua con sal durante 5 minutos, escurre y seca bien.', 'Echa en un cuenco las espinacas, los huevos, la leche, la harina, el queso y el chile picado (si decides ponerlo porque te gusta el picante).', 'Salpimenta y tritura con la batidora hasta obtener una pasta.', 'Sobre una bandeja cubierta con papel de horno o un tapete de silicona extiende cucharadas de la masa y aplasta ligeramente, dejando espacio entre una y otra.', 'Mete en el horno unos 25 minutos a 180 grados.', 'Prepara la salsa mezclando el yogur con ajo en polvo, albahaca picada, sal, pimienta y un chorrito de aceite de oliva.', 'Saca con cuidado las tortitas del horno y sirve con la salsa de yogur por encima o en un bol.'];lácteos
Patatas al horno;https://images.hola.com/imagenes/cocina/recetas/20200819173811/patatas-al-horno/0-857-110/patatas-asadas-age-z.jpg;6 COMENSALES;1h 0min;Fácil;['1 kilogramo de Patatas', '200 g de Queso rallado', '1 diente de Ajo', '150 ml de Leche', '250 ml de Nata para cocinar', '60 g de Mantequilla', 'Nuez moscada', 'Sal', 'Pimienta'];['Calentamos la leche con la nuez moscada en una cazuela y retiramos del fuego al primer hervor.', 'Pelamos las patatas, lavamos, secamos y cortamos en láminas de 3 o 4 mm de grosor.', 'Precalentamos el horno a 160º.', 'Pelamos el diente de ajo, cortarmos por la mitad y frotamos las paredes y la base de una fuente de horno.', 'Engrasamos después con 20 gramos de mantequilla y colocamos en el fondo una capa de láminas de patata.', 'Echamos un poco de nata, salpimentamos y añadimos un poco de queso rallado.', 'Repetimos la operación rellenando por capas la fuente hasta agotar las patatas y bañamos con la leche y la nata restante.', 'Añadimos el resto de la mantequilla trocada por encima y metemos al horno a 160º durante 1 hora.', 'Subirmos la temperatura del horno a 180º y horneamos 10 minutos más.', 'Sacamos con cuidado, llevamos bien caliente a la mesa la fuente de patatas a la mesa y servimos al momento en los platos.'];lácteos
'Matcha latte';https://images.hola.com/imagenes/cocina/recetas/20200818173759/te-matcha-latte/0-856-827/matcha-latte-c.jpg;4 COMENSALES;5min;Fácil;['8 g de Té matcha', '80 ml de Agua caliente', '650 ml de Leche', 'Azúcar blanca al gusto'];['Ponemos una cucharadita de té matcha en el fondo de una jarrita.', 'Añadimos un poco de agua caliente, que no hirviendo encima, y con la ayuda del batidor batimos hasta conseguir que se disuelva todo el té.', 'Calentamos la leche en un cazo sin que llegue a hervir, como a unos 80 grados, o bien la podemos calentar en el microondas.', 'Echamos la leche en el vaso donde lo vamos a servir.', 'Con la ayuda del batidor volvemos a batir la leche hasta formar bastante espuma.', 'Incorporamos la mezcla de té matcha en nuestro vaso y endulzamos al gusto.'];lácteos
Terrina de salmón y espárragos;https://images.hola.com/imagenes/cocina/recetas/20200817173728/terrina-salmon-esparragos/0-856-623/salmon-age-z.jpg;6 COMENSALES;4h 0min;Fácil;['250 g de Salmón ahumado', '2 hojas de Gelatina', '1 unidad de Limón', '12 ud de Espárragos trigueros', '200 ml de Nata semimontada', '6 cs de Queso crema', 'Sal', 'Pimienta', 'Eneldo'];['Cuece los espárragos en agua hirviendo con sal durante 10 minutos, escurre y corta en dos mitades.', 'Pon la gelatina en remojo en agua fría hasta que se ablande.', 'Calienta el zumo de limón, diluye la gelatina, deja que se enfríe ligeramente, cuela y mezclar con la nata semimontada.', 'Agrega el queso crema y salpimenta.', 'Forra un molde alargado con papel film y cubre las paredes y el fondo con las lonchas de salmón ahumado.', 'Vuelca la mezcla de nata y queso y coloca los espárragos de pie dentro.', 'Tapa con el papel y mete en la nevera para dejar que se enfríe y cuaje durante 3-4 horas.', 'Saca de la nevera, quita el papel film, desmolda y corta en rodajas.', 'Sirve la terrina con eneldo ¡y a la mesa!'];lácteos
Terrina de calabacín y queso de cabra;https://images.hola.com/imagenes/cocina/recetas/20200817173724/terrina-calabacin-queso-cabra/0-856-599/calabacin-gtres-z.jpg;6 COMENSALES;1h 0min;Fácil;['4 ud de Calabacín', '2 ud de Huevo', '4 dientes de Ajo', '300 g de Queso crema', '150 g de Queso de cabra cremoso', '1 manojo de Menta fresca', 'Aceite de oliva virgen extra', 'Salsa Tabasco opcional', 'Sal', 'Pimienta'];['Precalentamos el horno a 180 grados.', 'Ponemos los huevos, los ajos y unas hojas de menta en una batidora y procesamos hasta obtener una mezcla homogénea.', 'Agregamos los quesos y unas gotas de tabasco y seguimos batiendo hasta obtener una crema suave. Reservamos.', 'Lavamos y cortamos los calabacines en láminas finas con ayuda de una mandolina.', 'Forramos un molde rectangular con papel sulfurizado untado con un poco de aceite y ponemos una base de láminas de calabacín.', 'Alternamos capas de crema de queso y calabacín hasta completar el molde.', 'Horneamos durante 40 minutos hasta que los calabacines estén dorados.', 'Dejamos templar, desmoldamos y decoramos con hojas de menta.', 'Podemos servir con rodajas de tomate asado.'];lácteos
Ensalada de pasta con mozarela y pesto de calabacín;https://images.hola.com/imagenes/cocina/recetas/20200817173674/ensalada-pasta-pesto-calabacin/0-856-316/pasta-pesto-age-z.jpg;4 COMENSALES;25min;Fácil;['400 g de Pasta (ruedas)', '300 g de Queso mozzarella', '1 unidad de Calabacín', 'Sal', 'Pimienta blanca', 'Albahaca fresca', '300 g de Calabacín con la piel', '5 hojas de Albahaca fresca', '50 g de Piñones', '1 diente de Ajo', '50 g de Queso curado'];['Cuece la pasta en agua hirviendo con sal el tiempo que indique el fabricante en el envase.', 'Escurre y pasa por el chorro de agua fría.', 'Lava, seca, corta en rodajas el calabacín, salpimenta y dora ligeramente a la plancha.', 'Lava, seca, trocea el medio calabacín y échalo en el vaso de la batidora.', 'Añade la albahaca, el ajo pelado, los piñones y el queso.', 'Ve triturando mientras incorporas el aceite de oliva poco a poco hasta que tenga una textura de salsa.', 'Trocea la mozarela, mézclala con la pasta y agrega las rodajas de calabacín y unas hojas de albahaca.', 'Sirve en los platos con un poco del pesto de calabacín y lleva a la mesa.'];lácteos
Vieiras a la mantequilla de limón y pimienta;https://images.hola.com/imagenes/cocina/recetas/20200731172997/vieiras-mantequilla-limon-pimienta/0-852-422/vieiras-adobe-z.jpg;4 COMENSALES;15min;Fácil;['16 ud de Vieiras (sólo la parte blanca)', '200 g de Mantequilla', '2 ud de Limón', '1 cucharadita de Mezcla de pimientas', 'Sal', 'Berros'];['Exprime el zumo de los limones.', 'Salpimenta las vieiras y cocínalas a la plancha ligeramente por ambos lados.', 'Derrite la mantequilla en una cazuela o sartén grande y agrega el zumo y ralladura de limón y la mezcla de pimientas.', 'Incorpora las vieiras y cocina 2-3 minutos removiendo y empapándolas con la salsa.', 'Sirve las vieiras con la salsa y acompaña con berros y algún trocito de limón.'];lácteos
Tarta de calabaza, queso feta y ricota;https://images.hola.com/imagenes/cocina/recetas/20200722172472/tarta-calabaza-feta-ricota/0-849-308/calabaza-adobe-z.jpg;4 COMENSALES;1h 10min;Fácil;['1 plancha de Masa de hojaldre', '400 g de Calabaza', '200 g de Ricotta', '150 g de Queso feta', 'Sal', 'Pimienta negra', 'Tomillo', 'Aceite de oliva virgen extra'];['Precalienta el horno a 180ºC calor arriba y abajo.', 'Pela, quita las pepitas de la calabaza y trocea en dados.', 'Coloca la calabaza en una fuente para horno, añade un poco de sal, pimienta negra molida, un chorrito de aceite de oliva y mete al horno a 180º unos 40 minutos, hasta que esté bien hecha.', 'Corta en dados el queso feta.', 'Extiende la masa de hojaldre y coloca en la bandeja del horno cubierta con papel sulfurizado.', 'Unta la base del hojaldre con la ricota y coloca encima los dados de calabaza y de queso feta.', 'Añade unas ramitas de tomillo y hornea unos 10-15 minutos más.', 'Saca con cuidado del horno ¡y a disfrutar!'];lácteos
Helado de salmorejo;https://images.hola.com/imagenes/cocina/recetas/20200603169311/receta-helado-salmorejo/0-831-386/helado-salmorejo-z.jpg;4 COMENSALES;4h 0min;Fácil;['1 kilogramo de Tomates maduros', '50 g de Pan', '4 cs de Aceite de oliva virgen extra', '2 cs de Vinagre de vino blanco', '1 diente de Ajo', '1 pizca de Sal', '200 ml de Nata para montar 35% M.G.'];['Lava los tomates, corta los tallos, trocea la pulpa en pedazos pequeños para que sea fácil triturarlos y échalos en un recipiente.', 'Introduce el pan (preferiblemente, con mucha miga) en agua para que se ablande y cuando lo saques, escúrrelo y mezcla con los tomates.', 'Pela el ajo, incorpóralo también y añade una pizca de sal.', 'Tritura el conjunto todo lo posible, pues el objetivo es que no queden trozos de ningún ingrediente (puedes hacerlo con batidora o mejor con robot de cocina).', 'Cuando el proceso del triturado haya avanzado, añade el aceite y el vinagre para obtener la textura cremosa característica del salmorejo.', 'Mezcla en un recipiente alrededor de 600 ml del salmorejo que has preparado, la nata y un poco de aceite de oliva.', 'Bate los ingredientes y deja reposar el resultado durante 4 horas en el frigorífico.', 'Pasado este tiempo, vierte la mezcla en la heladera, ponla en marcha y deja que el helado vaya cogiendo consistencia durante alrededor de 40 minutos.', 'Mezcla el salmorejo, la nata y el aceite de oliva.', 'En vez de introducir el resultado en la nevera, déjalo en el congelador durante media hora.', 'Saca el recipiente y bate la mezcla con un tenedor para evitar que cristalice.', 'Devuelve la mezcla al congelador durante 4 horas y repite el mismo procedimiento de batirlo con tenedor hasta que consigas la textura y consistencia del helado (unas 4-5 veces).', 'Puedes tomarte el helado de salmorejo con los acompañantes típicos de la receta original: jamón y huevos muy picaditos.', 'Otra opción es pasar el jamón picado por el microondas para conseguir unos crujientes que harán un juego muy interesante con la textura del helado. E incluso, triturar el resultado y echar este polvo de jamón por encima.'];lácteos
Café Dalgona en Thermomix;https://images.hola.com/imagenes/cocina/recetas/20200601169126/cafe-dalgona-receta-thermomix/0-830-188/cafe-dalgona-thermomix-c.jpg;6 PORCIONES;10min;Fácil;['2 cs de Café soluble instantáneo', '2 cs de Azúcar blanca', '100 g de Agua', '6 vasos de Leche'];['Colocamos la mariposa en las cuchillas. Ponemos en el vaso el café soluble, el azúcar y el agua. Batimos 1 min/vel 4.', 'Servimos inmediatamente como cobertura de leche fría o caliente.'];lácteos
'Chips' de remolacha con crema Camembert;https://images.hola.com/imagenes/cocina/recetas/20200522168551/chips-remolacha-camembert/0-826-889/chips-vegetales-remolacha-c.jpg;6 PORCIONES;50min;Fácil;['100 g de Queso Camembert', '75 ml de Caldo de verduras sin sal', '2 cs de Maíz frito', '2 ud de Remolacha', 'Aceite de oliva virgen extra', 'Sal', 'Pimienta negra'];['Precalentamos el horno a 200 ºC.', 'Lavamos bien nuestras remolachas y las cortamos en rodajas muy finas.', 'Forramos una bandeja de horno con papel vegetal, disponemos nuestras rodajas por toda ella y rociamos con un poco de aceite de oliva virgen extra, sal y pimienta.', 'Horneamos durante 45 minutos, retiramos y reservamos.', 'Calentamos el caldo de verduras sin sal y, cuando esté caliente, añadimos nuestro queso Camembert, dejando cocer a fuego muy lento hasta que este se disuelva por completo. No podemos dejar que llegue a ebullición en ningún caso.', 'Retiramos, dejamos que temple y espolvoreamos el maíz frito por encima.'];lácteos
Mousse de gorgonzola y galleta de sésamo;https://images.hola.com/imagenes/cocina/recetas/20200522168549/mousse-gorgonzola-sesamo/0-826-875/mousse-de-gorgonzola-y-galleta-de-sesamo-c.jpg;;15min;Fácil;['100 g de Queso gorgonzola', '100 g de Nata para cocinar', '10 g de Nueces', '1 cc de Pimienta rosa', '1 cs de Sal', 'Galletas de sésamo'];['Para hacer esta mousse de gorgonzola y galleta de sésamo, lo primero que debes hacer es partir en dados el queso gorgonzola. Añade la sal, las nueces peladas y partidas en trocitos y la pimienta rosa.', 'Triturar perfectamente todos los ingredientes.', 'Montar la nata que debe estar muy fría, con la ayuda de unas varillas eléctricas. También ayudará si el bol donde la vas a a montar está también frío.', 'Cuando esté bien montada, mezcla con el queso. Hazlo con cuidado, haciendo movimientos envolventes para que no se baje la nata.', 'Llena unos vasitos pequeños con esta crema.', 'Adorna con unos poco de sésamo, una poco de cáscara de naranja picada muy muy fina y pimienta rosa.', 'Coloca por encima del vaso la galleta de sésamo.', 'También puedes hacer casero el crujiente de sésamo. Solo necesitarás hojaldre, un huevo y sésamo.', 'Parte tiras alargadas y aplástalas un poco con el rodillo. Pinta con yema la superficie y espolvorea con sésamo. Hornea hasta que estén bien tostaditas.'];lácteos
