titulo,imagen,comensales,duracion,dificultad,ingredientes,pasos
Receta de Salsa Chimole,https://cdn0.recetasgratis.net/es/posts/7/4/1/salsa_chimole_56147_600.jpg,6 comensales,45m,Dificultad media,"['100 gramos de Manteca vegetal', '3 piezas de Jitomate rojo', '4 dientes de Ajo', '5 piezas de Chile ancho', '6 piezas de Pimiento morron', '2 piezas de Tortilla de harina', '1 cucharada sopera de Achiote', '2 hojas de Epazote', '½ cucharadita de Caldo de pollo o vegetales en polvo', '¼ cucharadita de Pimienta negra molida', '1 pizca de Sal']","['Antes de preparar esta salsa casera, haremos nuestro mise en place, lo que en el argot culinario significa ""cada cosa en su lugar"". Así pues, alistamos y lavamos todos los ingredientes que vamos a utilizar.', 'Después de haber lavado todas las verduras, empezamos cortando la cebolla en cuarterones.', 'Aparte retiramos el tronquito del pimiento, cortamos la tapa y la base y hacemos un corte a lo largo para sacarles las semillas y las venas. Sólo se deshecha el tronquito.', 'Igualmente se lavan los chiles anchos y se les hace un corte a lo largo para sacar semillas y venas. Se meten a una olla con suficiente agua ya hirviendo a fuego medio (que los cubra), se tapa y se dejan hervir hasta que estén blandos.', 'En un comal, caliente a fuego medio, se tuestan (sin grasa) las tortillas de harina de ambos lados, no deben quedar quemadas.', 'Se licuan los ajos, jitomates, pimientos, un cuarto de cebolla, los chiles anchos cocidos, una cucharada de achiote, las tortillas tostadas, troceadas con las manos limpias, media cucharadita de caldo de pollo en polvo, un cuarto de cucharadita de pimienta negra molida, dos hojitas de epazote y una pizca de sal sal gusto. Debe quedar una salsa espesa.', 'En una sartén, con media cucharada de manteca ya caliente y derretida a fuego medio, se fríe la salsa chimole y sin dejar de mover se deja en el fuego hasta que esté bien sazonada.', 'Sirve caliente la deliciosa salsa chimole como guarnición para carnes, arroz o como la tradición dicta: para acompañar unos tradicionales tacos de plátano. No olvides dejar tus comentarios y esperamos disfrutes de esta receta tradicional mexicana.', 'Si te ha gustado la receta de Salsa Chimole, te sugerimos que entres en nuestra categoría de Recetas de Salsas para carnes y verduras. También puedes visitar una selección de las mejores recetas mexicanas y recetas chiapanecas.', 'Sube la foto de tu Receta de Salsa Chimole']"
Receta de Salsa de sésamo japonesa,https://cdn0.recetasgratis.net/es/posts/0/0/1/salsa_de_sesamo_japonesa_56100_600.jpg,1 comensal,15m,Dificultad baja,"['2 cucharadas soperas de Mayonesa', '2 cucharaditas de Miel o azúcar', '2 cucharadas soperas de Salsa de soja', '2 cucharadas soperas de Semillas de sésamo o ajonjolí', '2 cucharaditas de Vinagre de frutas']","['El primer paso para realizar nuestra receta de salsa japonesa es prealistar todos los ingredientes.', 'Lleva a un bol la salsa de soya y la mayonesa. Liga bien todos los ingredientes que se encuentran en el bol con la ayuda de un batidor.', 'Añade el azúcar o miel y el vinagre. Bate muy bien hasta que se integre con el resto de ingredientes.', 'Lleva a un mortero el sésamo y machácalo. Ten en cuenta que este es el ingrediente principal de la receta, por lo tanto, cuanto más machacado quede el sésamo, más sabor tendrá la salsa.', 'Puedes utilizar un mortero o un rodillo de cocina, como tú prefieras o los utensilios que tengas en casa te permitan.', 'Adiciona el sésamo machacado al bol donde tenemos el resto de ingredientes de la salsa y mezcla muy bien.', 'Sirve la salsa de sésamo japonesa adicionando en cualquier preparación que desees, ya sea una proteína, como el pollo frito estilo japonés, o una ensalada de vegetales. Si deseas más recetas de salsas y tienes algún comentario o inquietud, escríbenos. ¡Disfruta!', 'Si te ha gustado la receta de Salsa de sésamo japonesa, te sugerimos que entres en nuestra categoría de Recetas de Salsas para carnes y verduras. También puedes visitar una selección de las mejores recetas japonesas.', 'Sube la foto de tu Receta de Salsa de sésamo japonesa']"
Receta de Ají de maní colombiano,https://cdn0.recetasgratis.net/es/posts/8/8/0/aji_de_mani_colombiano_56088_600.jpg,4 comensales,15m,Dificultad baja,"['250 gramos de maní sin sal', '1 tomate rojo', '1 cebolla larga', '1 taza de caldo de pollo', '10 gramos de cilantro', '1 limón', '4 gotas de ají tabasco', '1 pizca de sal', '1 pizca de pimienta']","['Antes de realizar esta receta de ají de maní, el primer paso es alistar todos los ingredientes. Así pues, pica finamente le tomate (sin piel), la cebolla y el cilantro.', 'Truco: Para retirar la piel del tomate fácilmente puedes haz un corte en cruz en la base y dejarlo unos segundos en agua hirviendo.', 'En una sartén, tuesta el maní hasta que esté dorado, después añádelo a la licuadora y tritúralo con el caldo de pollo.', 'Mezcla el tomate, la cebolla y el cilantro con el maní licuado. ', 'Añade el zumo del limón, sal, pimienta y las gotas de ají tabasco. También se pueden usar ajíes enteros picados finamente para hacer el ají de maní.', 'Finalmente, sirve la receta de ají de maní colombiano y disfruta. Es ideal para acompañar unas deliciosas empanadas. Si te ha gustado esta receta, tienes algún comentario o inquietud, danos tu opinión.', 'Si te ha gustado la receta de Ají de maní colombiano, te sugerimos que entres en nuestra categoría de Recetas de Salsas para carnes y verduras. También puedes visitar una selección de las mejores recetas colombianas.', 'Sube la foto de tu Receta de Ají de maní colombiano']"
Receta de Salsa de curry sin nata,https://cdn0.recetasgratis.net/es/posts/1/8/0/salsa_de_curry_sin_nata_56081_600.jpg,3 comensales,15m,Dificultad baja,"['250 mililitros de Yogur griego', '2 cucharadas de postre de Curry en polvo', '1 unidad de Cebolla blanca', '1 diente de Ajo', '1 unidad de Limón', '4 hojas de Hierbabuena', '20 mililitros de Aceite de oliva', '1 pizca de Sal', '1 pizca de Pimienta']","['Antes de realizar la salsa de curry, el primer paso es alistar todos los ingredientes.', 'En una sartén con un poco de aceite, añadir la cebolla finamente picada con una pizca de sal, cocinar a fuego bajo hasta que este translucida.', 'Añadir el ajo finamente picado y el curry en polvo, cocinar unos minutos más y salpimentar.', 'Aparte, en un bol mezclar el yogur griego con el zumo del limón, sal y pimienta.', 'Agregar la cebolla y la hierbabuena finamente picada. Mezclar muy bien y rectificar sabor con sal y pimienta.', 'Es momento de servir y disfrutar la salsa de curry sin nata. Se puede conservar en la nevera y consumir fría, también sirve como marinada de filetes de pescados y pollo. Si te ha gustado esta receta, tienes algún comentario o inquietud, danos tu opinión.', 'Si te ha gustado la receta de Salsa de curry sin nata, te sugerimos que entres en nuestra categoría de Recetas de Salsas para carnes y verduras.', 'Sube la foto de tu Receta de Salsa de curry sin nata']"
Receta de Pesto rojo,https://cdn0.recetasgratis.net/es/posts/6/5/0/pesto_rojo_56056_600.jpg,1 comensal,45m,Dificultad baja,"['10 gramos de Piñones', '1 kilogramo de Tomates frescos', '1 cucharada postre de Orégano', '1 pizca de Sal', '1 pizca de Pimienta negra', '1 cucharada postre de Pasta de ajo', '100 gramos de Queso parmesano', '40 mililitros de Aceite de oliva']","['El primer paso para realizar este delicioso pesto rojo casero es prealistar los ingredientes de la receta.', 'Lleva una olla con suficiente agua a fuego medio.', 'Para realizar nuestro pesto siciliano vamos a utilizar tomates concasse, esto quiere decir que les retiramos las pepas y la cáscara que recubre a estas verduras, la base del tomate y hacer una cruz en la punta de casa uno de los tomates como se observa en la fotografía.', 'Una vez observes que el agua está hirviendo o a punto de ebullición, adiciona los tomates y deja en el agua durante unos 20 segundos, o hasta que observes que la piel se retira con facilidad.', 'Una vez la piel se retire con facilidad lleva los tomates al baño María invertido, es decir, sumérgelos en agua con hielo para cortar la cocción de nuestras verduras.', 'Ahora lo que vamos a hacer es retirar las pepas de nuestros tomates y la cáscara, debemos llevar los cascos de tomate a un bol como se observa en la fotografía.', 'Adiciona el aceite de oliva y el ajo al bol para seguir con la preparación de la salsa pesto. Licua o procesa muy bien hasta que se integren los ingredientes.', 'Adiciona el orégano, piñones, sal y pimienta al gusto. Si no consiguen piñones, que es el fruto seco con el que originalmente se realiza el pesto, puedes utilizar nuez del brasil u otro fruto seco de su preferencia.', 'Por último, añade una pizca de azúcar. Puesto que el tomate contiene bastante acidez, de esta manera lo vamos a neutralizar un poco, incorpora también el queso parmesano. Mezcla bien hasta que integres los ingredientes de nuestro pesto fácil.', 'Sirve el pesto rojo siciliano, este lo podrás usar como base de muchas recetas que realices, ¡es delicioso! Puedes condimentar un plato de pasta, ñoquis, o, incluso, carne o pescado. Si deseas más recetas de salsas y tienes algún comentario o inquietud, escríbenos ¡Disfruta!', 'Si te ha gustado la receta de Pesto rojo, te sugerimos que entres en nuestra categoría de Recetas de Salsas rojas. También puedes visitar una selección de las mejores recetas italianas.', 'Sube la foto de tu Receta de Pesto rojo']"
Receta de Salsa tres quesos,https://cdn0.recetasgratis.net/es/posts/6/2/0/salsa_tres_quesos_56026_600.jpg,3 comensales,15m,Dificultad baja,"['60 gramos de Quedo gruyere', '60 gramos de Queso cheddar', '60 gramos de Queso parmesano', '200 mililitros de Crema de leche (1 taza)', '2 dientes de Ajo', '1 unidad de Cebolla blanca', '100 mililitros de Leche', '30 mililitros de Aceite de oliva', '1 pizca de Sal', '1 pizca de Pimienta']","['Antes de realizar esta receta, el primer paso es alistar todos los ingredientes.', 'En una sartén con aceite de oliva, sofreír a fuego bajo la cebolla y el ajo cortado finamente, cocinar hasta que este transparente.', 'Agregar la crema leche, la leche y mezclar todo muy bien. Añadir el queso gruyere y el cheddar cortado en trozos, mezclar todo hasta que se derritan los quesos.', 'Finalmente agregar el queso parmesano rallado, sal y pimienta. Continua mezclando todo muy bien y cocina hasta que espesa la salsa.', 'Licuar la salsa de tres quesos hasta obtener una mezcla totalmente homogénea.', 'Es momento de servir y disfrutar de la salsa de tres quesos. Te recomiendo servirla junto con unos raviolis rellenos de carne un buen vino rosado y terminar la velada con un delicioso flan de naranja. Si te ha gustado esta receta, tienes algún comentario o inquietud danos tu opinión.', 'Si te ha gustado la receta de Salsa tres quesos, te sugerimos que entres en nuestra categoría de Recetas de Salsas blancas.', 'Sube la foto de tu Receta de Salsa tres quesos']"
Receta de Salsa bechamel sin gluten,https://cdn0.recetasgratis.net/es/posts/6/5/9/salsa_bechamel_sin_gluten_55956_600.jpg,2 comensales,15m,Dificultad baja,"['1 cucharada sopera de Harina de maíz de repostería', '1 cucharada sopera de Mantequilla sin gluten', '250 gramos de Leche', 'Sal al gusto']","['Para preparar esta bechamel apta para celíacos vamos a necesitar ingredientes que fácilmente podemos tener en casa: harina de maiz de repostería, mantequilla sin gluten, leche y una pizca de sal.', 'Ponemos la mantequilla en una sartén a fuego lento para evitar que se nos queme y vamos a ir removiendo hasta derretirla por completo.', 'Incorporamos la cucharada de harina a la sartén y mezclamos bien. Dejaremos un minutito que se tueste la harina para quitarle el sabor.', 'Incorporamos la leche poco a poco con el fin de que no nos haga grumos y removemos continuamente. Añadimos sal al gusto y subimos el fuego hasta que hierva.', 'Una vez que ha arrancado a hervir, bajamos el fuego a medio hasta que la bechamel esté cocinada (unos 15 minutos). Ten en cuenta que a más tiempo de cocción, mejor será el resultado.', 'Y ya tenemos la bechamel sin gluten lista para acompañar cualquiera de nuestros platos, como unos canelones de ternera. ¡Buen provecho!', 'Si te ha gustado la receta de Salsa bechamel sin gluten, te sugerimos que entres en nuestra categoría de Recetas de Salsas blancas.', 'Sube la foto de tu Receta de Salsa bechamel sin gluten']"
Receta de Salsa de ajonjolí para Teppanyaki,https://cdn0.recetasgratis.net/es/posts/4/7/8/salsa_de_ajonjoli_para_teppanyaki_55874_600.jpg,3 comensales,15m,Dificultad baja,"['50 gramos de Semillas de ajonjolí', '2 cucharadas soperas de Salsa de soja', '4 cucharadas soperas de Aceite vegetal', '2 cucharadas soperas de Zumo de limón', '4 cucharadas soperas de Agua', '1 pizca de Ajo en polvo', '1 pizca de Sal', '1 pizca de Pimienta']","['Antes de realizar esta salsa para Teppanyaki, el primer paso es alistar todos los ingredientes.', 'En una sartén antihaderente, agregar las semillas de ajonjolí para tostarlas a fuego muy bajo, revolviendo constantemente hasta que estén doradas.', 'Aparte, batir los ingredientes líquidos, es decir, la salsa de soja, el zumo del limón, el aceite vegetal, el agua con el ajo en polvo, sal y pimienta. Mezclar hasta obtener una preparación homogénea.', 'Agregar las semillas de ajonjolí y procesar hasta obtener una mezcla suave y homogénea.', 'Una vez esté lista, servir la salsa de ajonjolí. Es perfecta para usar al momento de realizar una preparación en el Teppanyaki. Si te ha gustado esta receta, tienes algún comentario o inquietud, danos tu opinión.', 'Si te ha gustado la receta de Salsa de ajonjolí para Teppanyaki, te sugerimos que entres en nuestra categoría de Recetas de Salsas para carnes y verduras. También puedes visitar una selección de las mejores recetas japonesas.', 'Sube la foto de tu Receta de Salsa de ajonjolí para Teppanyaki']"
Receta de Salsa de mandarina para carnes,https://cdn0.recetasgratis.net/es/posts/7/6/8/salsa_de_mandarina_para_carnes_55867_600.jpg,4 comensales,15m,Dificultad baja,"['200 gramos de Kétchup', '1 rama de Cebolla larga', '1 diente de Ajo', '2 cucharadas soperas de Azúcar morena', '1 pizca de Jengibre en polvo', '100 mililitros de Zumo de mandarina', '2 cucharadas soperas de Salsa de soja', '20 mililitros de Aceite de girasol', '1 pizca de Sal', '1 pizca de Pimienta']","['Antes de realizar esta receta de salsa para carnes, el primer paso es alistar todos los ingredientes.', 'En un olla con aceite sofreír a fuego bajo, la cebolla y el ajo cortado finamente hasta que este blando, salpimentar.', 'Es momento de añadir el jugo de la mandarina, el azúcar y el jengibre en polvo, mezclar y cocinar hasta que hierva.', 'Por ultimo agregar el ketchup y la salsa de soja, cocinar a fuego bajo durante 10 minutos, si está muy espesa se puede agregar un poco de agua, rectificar sabor con sal y pimienta.', 'Una vez este lista la salsa de mandarina, servir y disfrutar. Si lo desean se puede colar para obtener una salsa más suave. Recuerda que utilizar este aderezo para acompañar un salmón a la plancha o unas pechugas de pollo. Si te ha gustado esta receta, tienes algún comentario o inquietud, danos tu opinión.', 'Si te ha gustado la receta de Salsa de mandarina para carnes, te sugerimos que entres en nuestra categoría de Recetas de Salsas para carnes y verduras.', 'Sube la foto de tu Receta de Salsa de mandarina para carnes']"
Receta de Salsa de cebolla para carne asada,https://cdn0.recetasgratis.net/es/posts/1/5/8/salsa_de_cebolla_para_carne_asada_55851_600.jpg,2 comensales,45m,Dificultad baja,"['3 unidades de Tomates rojos maduros', '1 rama de Cebolla larga (o normal en su defecto)', '2 dientes de Ajo', '20 gramos de Mantequilla', '1 pizca de Pimienta', '1 pizca de Sal', '20 mililitros de Aceite de girasol']","['Antes de realizar esta receta de salsa de cebolla para carne asada, el primer paso es alistar todos los ingredientes.', 'En una refractaria agregar los tomates cortados en cuartos con un chorro de aceite de oliva, sal y pimienta. Luego, llevar al horno a 200ºC durante 30 minutos para que se cocinen bien.', 'Una vez estén listos los tomates, pelar y cortar finamente hasta obtener un puré, y reservar para más tarde.', 'En una sartén, sofreír la cebolla larga cortada finamente y el ajo macerado con mantequilla y aceite, hasta que esté blanda la cebolla.', 'A continuación, agregar el puré de tomate y cocinar durante 5 minutos más, rectificar de sabor con sal y pimienta, y si es necesario añadir una pizca de azúcar para nivelar la acidez del tomate.', 'Es momento de servir la salsa de cebolla para carne asada, que es perfecta para acompañar carnes a la parrilla. Si no te gusta encontrar los trocitos de verduras, también puedes triturar la salsa de cebolla. Esta guarnición se puede acompañar con chips de plátano macho, arroz blanco o tostones. Y si te ha gustado esta receta, tienes algún comentario o inquietud, no dudes en darnos tu opinión.', 'Si te ha gustado la receta de Salsa de cebolla para carne asada, te sugerimos que entres en nuestra categoría de Recetas de Salsas para carnes y verduras.', 'Sube la foto de tu Receta de Salsa de cebolla para carne asada']"
Receta de Salsa de champiñones sin nata,https://cdn0.recetasgratis.net/es/posts/8/9/7/salsa_de_champinones_sin_nata_55798_600.jpg,4 comensales,30m,Dificultad baja,"['250 gramos de Champiñón laminado', '2 dientes de Dientes de ajo', '1 pieza de Cebolla', '10 gramos de Maicena', '250 mililitros de Vino blanco', '250 mililitros de Caldo de pollo', 'Pimienta, aceite de oliva y sal']","['Los ingredientes a utilizar son sencillos, sabrosos y fáciles de conseguir, como son champiñones laminados, cebolla, ajos, maicena, vino blanco, caldo de pollo y pimienta, aceite de oliva y sal al gusto.', 'Ponemos la olla al fuego con un chorrito de aceite de oliva, cuando esté caliente añadimos los ajos y la cebolla bien picados y sofreímos.', 'Cuando veamos que la cebolla y los ajos empiezan a coger color, añadimos los champiñones laminados, salpimentamos y dejamos que los champiñones se doren.', 'Para seguir con la elaboración de la salsa sin nata, añadimos el vino blanco y esperamos unos minutos para que se evapore el alcohol.', 'En agua fría vamos diluyendo la maicena y cuando esté lista la añadimos a los champiñones para que de cuerpo a la salsa y removemos.', 'Incorporamos el caldo de pollo y rectificamos de sal y pimienta. Si quieres que la salsa quede con una consistencia más líquida y un color más claro, puedes añadir un poco más de caldo.', 'Cuando veamos que hierve, bajamos el fuego a baja temperatura y dejamos cocer durante 10 minutos removiendo de vez en cuando, retiramos del fuego y trituramos todo con la batidora. ¡Y listo! Ya tenemos nuestra salsa de champiñones sin nata preparada para acompañar cualquier tipo de pasta o carne, como pechuga de pollo a la plancha.', 'Si te ha gustado la receta de Salsa de champiñones sin nata, te sugerimos que entres en nuestra categoría de Recetas de Salsas para carnes y verduras.', 'Sube la foto de tu Receta de Salsa de champiñones sin nata']"
Receta de Salsa Oporto,https://cdn0.recetasgratis.net/es/posts/9/9/7/salsa_oporto_55799_600.jpg,4 comensales,30m,Dificultad baja,"['250 mililitros de Caldo de ave', '60 gramos de Mantequilla', '250 mililitros de Vino de Oporto', '1 cucharada sopera de Harina']","['Los ingredientes a utilizar para la preparación de esta salsa Oporto son sencillos de conseguir. Necesitaremos: caldo de ave, mantequilla, harina y vino de Oporto. Aunque el vino es de origen portugués, se puede encontrar en cualquier supermercado con facilidad.', 'Lo primero que vamos a hacer es calentar el caldo de ave en un cazo a fuego lento hasta templarlo bien. Importante que no hierva, solamente queremos calentarlo.', 'Para darle espesor a nuestra salsa de vino Oporto, añadimos la cucharada de harina y removemos con varillas para que no queden grumos. Cuando esté disuelta la harina, subimos el fuego, calentamos bien y retiramos.', 'Sin dejar enfriar, vamos a añadir la mantequilla y movemos bien con las varillas hasta conseguir una textura homogénea.', 'En este punto es cuando añadimos lo que da nombre a esta salsa: el vaso de vino de Oporto. Normalmente se utiliza vino tinto, pero puedes utilizar vino blanco si lo deseas.', 'Removemos bien y ya está, listo para servir. Esta salsa al Oporto va a combinar muy bien con todo tipo de carnes como un delicioso magret de pato al horno.', 'Si te ha gustado la receta de Salsa Oporto, te sugerimos que entres en nuestra categoría de Recetas de Salsas para carnes y verduras.', 'Sube la foto de tu Receta de Salsa Oporto']"
Receta de Salsa de jengibre y soya,https://cdn0.recetasgratis.net/es/posts/2/9/7/salsa_de_jengibre_y_soya_55792_600.jpg,1 comensal,30m,Dificultad media,"['40 gramos de Ajonjolí tostado', '200 mililitros de Salsa de soja', '4 unidades de Naranjas', '50 gramos de Cebolla larga', '1 cucharada sopera de Maicena', '80 mililitros de Miel de agave (se puede sustituir por miel de abejas)', '50 gramos de Lomo de res', '20 gramos de Jengibre fresco', '1 pizca de Pasta de ajo']","['El primer paso para realizar nuestra receta es prealistar los ingredientes de la salsa de jengibre.', 'En una olla adiciona el zumo de las naranjas.', 'Agrega todos los ingredientes a la olla donde tenemos el zumo de las naranjas menos el lomo de res, el ajonjolí y la maicena.', 'Debes dejar cocinar la salsa durante 15 minutos a fuego medio, verás que se irá tornando oscura por la salsa soya.', 'En un bol aparte agrega la cucharada de maicena e hidrátala con un poco de agua, adiciónala en la olla donde tenemos la salsa y deja conservar durante 10 minutos más, o hasta que nuestra salsa casera espese. Apaga el fuego. Realiza los cubos de carne y báñalos con esta salsa realmente quedan exquisitos.', 'Sirve la salsa casera de jengibre y soya como acompañamiento de cualquier proteína (pollo, pescado, carne, etc.) también puedes utilizarla para marinar ciertos alimentos. Si deseas más recetas de salsa y tienes algún comentario o inquietud, escríbenos. ¡Disfruta!', 'Si te ha gustado la receta de Salsa de jengibre y soya, te sugerimos que entres en nuestra categoría de Recetas de Salsas para carnes y verduras.', 'Sube la foto de tu Receta de Salsa de jengibre y soya']"
Receta de Chutney de tomate,https://cdn0.recetasgratis.net/es/posts/0/3/7/chutney_de_tomate_55730_600.jpg,1 comensal,15m,Dificultad baja,"['500 gramos de Tomate', '1 cucharada postre de Hojas de curry', '1 cucharadita de Semilla de mostaza', '1 cucharadita de Semillas de hinojo', '½ cucharadita de Semillas de cilantro', '½ cucharadita de Comino', '1 cucharada sopera de Aceite de oliva', '1 cucharadita de Cayena', '1 pizca de Sal', '2 dientes de Ajo machacado']","['Elaborar este delicioso dip de tomate es muy fácil. Empieza calentando el aceite en una sartén y sofríe las hojas de curry junto con las semillas de hinojo, cilantro y mostaza hasta que se dore todo ligeramente.', 'A continuación, añade los ajos y los tomates troceados. Deja en el fuego hasta que los tomates se ablanden.', 'Deja enfriar la preparación y cuando haya tomado temperatura ambiente licua todo junto para obtener el chutney de tomate. Esta salsa puedes degustarla como aperitivo con galletas saldas, pan tostado o con patacones de plátano. Y si te gustó esta receta, visita el blog Mi Mundo Salado donde encontrarás muchas más.', 'Si te ha gustado la receta de Chutney de tomate, te sugerimos que entres en nuestra categoría de Recetas de Salsas rojas. También puedes visitar una selección de las mejores recetas indias.', 'Sube la foto de tu Receta de Chutney de tomate']"
Receta de Salsa barbacoa con miel,https://cdn0.recetasgratis.net/es/posts/5/0/7/salsa_barbacoa_con_miel_55705_600.jpg,1 comensal,45m,Dificultad baja,"['200 mililitros de salsa de soja', '4 tomates', '2 cebollas', '120 gramos de salsa de tomate', '1 cucharada postre de azúcar', '1 cucharada postre de pasta de ajo', '1 cucharada sopera de maicena', '1 cucharada postre de paprika (pimentón)', '2 cucharadas soperas de miel', '1 pizca de pimienta negra', '2 cucharadas soperas de aceite de oliva', '1 pizca de sal']","['Deja listos los ingredientes de la salsa barbacoa con antelación para acelerar el proceso.', 'Lleva una olla a fuego medio con el aceite de oliva y, una vez caliente, agrega los tomates y la cebolla cortados en cascos.', 'Añade un poco de pasta de ajo y sazona la cocción con sal y pimienta negra al gusto.', 'Cubre con agua la mezcla y añade la salsa de tomate, la paprika, la salsa de soja y la miel.', 'Deja cocinar la salsa barbacoa con miel durante unos 10-15 minutos aproximadamente y apaga el fuego.', 'Disuelve la maicena con un poco de agua y añádela a la preparación anterior. Deja conservar durante 5 minutos más o hasta que observes que la salsa barbacoa espesa y apaga el fuego.', 'Vacía la preparación completa en un bol y deja reposar hasta que tome temperatura ambiente. Una vez fría, procesa en la licuadora. Lo ideal es que obtengas una salsa espesa con un sabor ligeramente ahumado. Puedes pasar el resultado por un colador o si prefieres puedes dejarlo como está.', '¡Ya tienes lista la receta de salsa barbacoa con miel! Consérvala en un frasco con cierre hermético en la nevera y utilízala para adobar alitas de pollo, costillas de cerdo o el plato que desees. Recuerda que con esta salsa casera evitas consumir los aditivos y conservantes que contienen las salsas que venden en los supermercados. Si deseas más recetas de salsas y tienes algún comentario o inquietud, escríbenos.', '¡Disfruta!', 'Si te ha gustado la receta de Salsa barbacoa con miel, te sugerimos que entres en nuestra categoría de Recetas de Salsas para carnes y verduras.', 'Sube la foto de tu Receta de Salsa barbacoa con miel']"
Receta de Salsa americana,https://cdn0.recetasgratis.net/es/posts/4/0/7/salsa_americana_55704_600.jpg,1 comensal,1h 30m,Dificultad baja,"['1 litro de Fumet de pescado y mariscos', '3 unidades de Cebolla blanca', '5 unidades de Tomates rojos', '1 copa de Coñac', '1 copa de Vino blanco', '1 pizca de Pasta de ajo', '2 cucharadas soperas de Aceite de oliva', '1 pizca de Pimienta negra', '1 pizca de Pimienta roja', '1 pizca de Sal']","['El primer paso para la elaboración de la receta de salsa americana para pescado es prealistar los ingredientes.', 'Una vez listos, lleva una olla honda a fuego medio con el aceite de oliva y, cuando esté caliente, adiciona los tomates y la cebolla cortada en trozos medianos como se observa en la fotografía.', 'Añade sal, pimienta y ajo al gusto para dar un toque extra de sabor a la salsa americana casera para acompañar pescados y mariscos.', 'Ahora, vierte el fumet de pescado y mariscos una vez observes que las verduras están bien salteadas. Puedes hacer el caldo de pescado casero o comprarlo ya elaborado, aunque desde RecetasGratis recomendamos, siempre, optar por las recetas caseras. Así, para preparar tú mismo el fumet de pescado, consulta esta sencilla receta y elabora una salsa americana deliciosa.', 'Deja hervir la preparación durante 15-20 minutos, o hasta que observes que la salsa se redujo a la mitad. Apaga el fuego y deja enfriar.', 'Una vez fría, lleva a un bol para poder licuar o procesar la salsa americana; licua hasta que se integren bien los ingredientes.', 'Lleva la salsa americana casera a una olla nuevamente y añade el coñac, el vino blanco y la pimienta roja, deja conservar a fuego bajo durante 10 minutos para que se concentren los sabores.', 'Sirve salsa americana casera en una salsera para que cada comensal añada la cantidad deseada. Esta es una salsa base para varias recetas de pescado y mariscos, como por ejemplo la merluza o los calamares. Si deseas más recetas de salsas y tienes algún comentario o inquietud, escríbenos. ¡Disfruta!', 'Si te ha gustado la receta de Salsa americana, te sugerimos que entres en nuestra categoría de Recetas de Salsas rojas.', 'Sube la foto de tu Receta de Salsa americana']"
Receta de Salsa chimichurri argentina,https://cdn0.recetasgratis.net/es/posts/5/8/6/salsa_chimichurri_argentina_55685_600.jpg,1 comensal,30m,Dificultad baja,"['1 vaso pequeño de Aceite de oliva', '1 vaso pequeño de Vinagre de alcohol', '3 unidades de Dientes de ajo', '1 manojo de Perejil', '1 unidad de Cebolla morada', '1 cucharada sopera de Jugo de limón', '2 cucharadas soperas de Orégano', '1 cucharada sopera de Ají molido', '1 cucharadita de Sal', '1 pizca de Pimienta negra', '3 hojas de Laurel', '1 cucharadita de Tomillo seco', '1 cucharada postre de Pimentón dulce']","['Alistamos los ingredientes para la salsa chimichurri argentina.', 'Tomamos un bol, colocamos el orégano y la sal con un chorro de agua caliente. Dejamos reposar durante 10 minutos.', 'Picamos el perejil y reservamos para más adelante.', 'Para seguir con la preparación de la salsa argentina, cortamos la cebolla morada en cubos pequeños y reservamos.', 'Picamos el ajo en forma grosera, fíjate en la imagen para hacerlo de la misma manera.', 'Tomamos otro bol pequeño y colocamos dentro el perejil, la cebolla morada y el ajo para empezar a preparar la salsa chimichurri argentina.', 'Incorporamos el tomillo, el pimentón dulce y el jugo de limón.', 'Revolvemos todos los ingredientes y añadimos el aceite de oliva y el orégano con la sal que dejamos hidratando con anterioridad. Si gustan de los platos muy condimentados, la salsa chimichurri argentina es ideal para aderezar sus comidas. Esta salsa tiene la cualidad de realzar el sabor de las carnes asadas, no se la pierdan, estamos seguros que les gustará.', 'Si te ha gustado la receta de Salsa chimichurri argentina, te sugerimos que entres en nuestra categoría de Recetas de Salsas para carnes y verduras. También puedes visitar una selección de las mejores recetas argentinas.', 'Sube la foto de tu Receta de Salsa chimichurri argentina']"
